age,gender,marital_status,education_level,annual_income,monthly_income,employment_status,debt_to_income_ratio,credit_score,loan_amount
46,Female,Single,PhD,15067.79,1255.65,Employed,0.112,759,15977.49
66,Male,Single,Master's,27998.51,2333.21,Unemployed,0.073,576,16540.96
68,Female,Married,High School,62101.55,5175.13,Employed,0.088,675,3932.74
34,Other,Married,Master's,33916.04,2826.34,Self-employed,0.302,694,30447
61,Female,Single,Bachelor's,63195.91,5266.33,Self-employed,0.219,825,8066.64
56,Female,Single,Bachelor's,68307.83,5692.32,Employed,0.018,648,8913.68
43,Female,Single,Bachelor's,64552.88,5379.41,Employed,0.285,718,35713.85
63,Female,Divorced,Bachelor's,47611.25,3967.6,Unemployed,0.308,729,9436.02
26,Male,Divorced,PhD,30894.15,2574.51,Employed,0.097,680,28227.17
67,Female,Single,Bachelor's,41872.92,3489.41,Employed,0.186,697,7348.61
25,Female,Married,High School,20061.2,1671.77,Employed,0.206,678,23648.57
63,Other,Single,High School,13685.22,1140.44,Employed,0.223,683,627.4
45,Female,Married,Other,40957.14,3413.1,Employed,0.091,784,10016.01
38,Male,Single,High School,25418.15,2118.18,Employed,0.032,521,23771.15
33,Female,Married,Master's,24049.25,2004.1,Self-employed,0.26,601,19557.98
63,Female,Single,Bachelor's,32941.3,2745.11,Employed,0.106,681,5937.97
34,Male,Single,High School,61525.91,5127.16,Self-employed,0.125,630,16013.47
48,Male,Single,Master's,73210.62,6100.88,Employed,0.184,668,8735.48
38,Female,Single,PhD,20750.98,1729.25,Employed,0.102,617,6633.22
48,Male,Widowed,High School,117953.1,9829.43,Employed,0.107,652,33770.85
71,Male,Divorced,High School,46370.33,3864.19,Employed,0.362,649,11926.29
47,Male,Married,Master's,50583.54,4215.3,Employed,0.089,691,19128.21
52,Female,Single,Bachelor's,20150.52,1679.21,Employed,0.12,620,7280.04
67,Male,Single,Bachelor's,35240.85,2936.74,Employed,0.177,632,26227.34
29,Male,Single,Bachelor's,34218.4,2851.53,Employed,0.39,677,17422.04
60,Female,Single,Bachelor's,12663.06,1055.25,Employed,0.072,696,17383.73
52,Female,Single,High School,35476.83,2956.4,Self-employed,0.164,712,21316.57
40,Other,Married,Bachelor's,58688.3,4890.69,Employed,0.131,682,27676.7
48,Male,Single,High School,26441.42,2203.45,Self-employed,0.149,668,22937.32
53,Female,Married,Master's,23113.12,1926.09,Employed,0.22,687,23296.22
24,Male,Married,Bachelor's,68710.55,5725.88,Employed,0.218,610,500
66,Female,Single,Master's,40883.27,3406.94,Employed,0.081,712,24229.85
54,Female,Married,Other,34922.01,2910.17,Employed,0.149,641,14549.1
68,Male,Single,PhD,40140.4,3345.03,Employed,0.301,739,8265.76
23,Female,Single,Bachelor's,51193.46,4266.12,Self-employed,0.234,687,500
46,Male,Single,Bachelor's,61252.96,5104.41,Self-employed,0.115,585,21490.35
28,Female,Married,Bachelor's,66230.64,5519.22,Employed,0.031,553,38263.02
26,Male,Single,Bachelor's,46983.1,3915.26,Employed,0.352,669,500
36,Female,Married,Master's,79096.43,6591.37,Self-employed,0.114,644,8688.57
44,Male,Single,High School,12173.94,1014.5,Self-employed,0.056,793,21719
68,Male,Single,Other,69998.73,5833.23,Retired,0.208,742,12415.66
59,Other,Single,High School,32147.17,2678.93,Employed,0.135,572,1332.1
50,Female,Married,Bachelor's,18166.07,1513.84,Employed,0.158,697,17517.06
65,Female,Married,Bachelor's,68415.7,5701.31,Employed,0.185,614,27435.56
33,Male,Married,Bachelor's,37388.82,3115.74,Employed,0.112,725,21306.61
25,Male,Single,Bachelor's,63761.6,5313.47,Self-employed,0.253,755,20362.65
45,Female,Single,High School,31425.86,2618.82,Employed,0.269,547,10052.62
40,Female,Married,Other,45273.28,3772.77,Self-employed,0.079,698,19699.93
74,Male,Single,Other,33174.1,2764.51,Employed,0.162,570,21464.48
38,Female,Single,Bachelor's,36996.16,3083.01,Employed,0.093,559,17285.81
67,Male,Single,High School,25900.75,2158.4,Employed,0.077,733,26824.65
38,Male,Married,High School,17912.85,1492.74,Employed,0.052,673,21006.59
22,Male,Married,High School,19667.1,1638.92,Employed,0.083,669,500
30,Female,Single,Bachelor's,41800.72,3483.39,Self-employed,0.21,789,10436.4
75,Female,Married,Bachelor's,26203.13,2183.59,Unemployed,0.016,661,8624.06
65,Female,Married,Bachelor's,50479.61,4206.63,Employed,0.104,624,500
70,Female,Single,Bachelor's,33563.61,2796.97,Employed,0.185,644,13144.26
67,Male,Single,Master's,27383.17,2281.93,Employed,0.116,708,16599.93
32,Female,Married,High School,103788.36,8649.03,Employed,0.175,605,6234.41
67,Female,Married,Bachelor's,25218.18,2101.52,Employed,0.225,662,22563.32
33,Female,Single,Master's,40415.37,3367.95,Employed,0.115,747,8717.1
70,Male,Married,Other,103183.13,8598.59,Retired,0.387,568,22799.16
67,Female,Married,Master's,63591.73,5299.31,Retired,0.243,565,10870.5
75,Female,Married,Bachelor's,43901.97,3658.5,Employed,0.103,656,18688.63
31,Other,Single,Master's,24111.36,2009.28,Employed,0.223,727,18414.42
39,Other,Single,Other,10714.97,892.91,Employed,0.088,783,14531.48
55,Female,Married,PhD,7657.63,638.14,Employed,0.251,624,19075.56
59,Male,Married,High School,28790.81,2399.23,Self-employed,0.07,646,20799.9
73,Female,Single,Bachelor's,102155.14,8512.93,Employed,0.196,696,3762.79
46,Female,Married,Master's,22886.27,1907.19,Self-employed,0.106,705,10679.19
66,Female,Married,Bachelor's,19770.54,1647.54,Retired,0.147,631,25024.84
34,Male,Married,Bachelor's,31470.97,2622.58,Self-employed,0.177,722,18793.13
74,Male,Single,Bachelor's,39322.38,3276.86,Employed,0.086,641,25056.57
65,Male,Married,Bachelor's,42943.1,3578.59,Employed,0.269,670,500
64,Male,Married,Bachelor's,72767.05,6063.92,Employed,0.232,641,25313.41
44,Male,Single,Bachelor's,21475.72,1789.64,Self-employed,0.052,715,14337.93
61,Female,Single,Master's,77869.18,6489.1,Employed,0.254,763,10386.46
21,Male,Single,Bachelor's,53677.54,4473.13,Employed,0.05,674,18498.82
71,Male,Married,Bachelor's,25445.57,2120.46,Unemployed,0.258,630,29189.88
63,Male,Single,Master's,20961.11,1746.76,Employed,0.211,766,1537.04
75,Male,Widowed,Bachelor's,16407.74,1367.31,Employed,0.181,570,18266.34
42,Other,Married,Bachelor's,73076.26,6089.69,Employed,0.162,763,3877.62
43,Male,Married,High School,30181.59,2515.13,Employed,0.322,739,7882.03
74,Male,Married,Bachelor's,30123.42,2510.28,Employed,0.129,656,8795.57
39,Female,Married,Other,42024.13,3502.01,Retired,0.045,582,12101.01
38,Female,Single,Master's,18650.63,1554.22,Employed,0.201,610,16062.43
32,Male,Married,Bachelor's,90427.01,7535.58,Retired,0.063,717,11992.46
75,Female,Single,Bachelor's,44257.28,3688.11,Employed,0.097,646,12923.19
48,Female,Single,High School,43515.34,3626.28,Employed,0.315,705,16228.04
48,Female,Single,Bachelor's,34320.13,2860.01,Employed,0.321,618,7636.02
53,Female,Married,High School,15946.21,1328.85,Unemployed,0.016,600,6163.4
39,Other,Single,PhD,68581.62,5715.13,Self-employed,0.21,623,12568.12
48,Male,Married,Bachelor's,141737.81,11811.48,Employed,0.304,640,27023.46
72,Male,Divorced,Bachelor's,21811.26,1817.6,Employed,0.197,713,13547.9
69,Male,Single,High School,20821.69,1735.14,Retired,0.213,780,35330.9
57,Male,Married,Bachelor's,21783.85,1815.32,Employed,0.284,598,21781.56
46,Female,Married,Bachelor's,23422.03,1951.84,Unemployed,0.069,655,18669.93
55,Female,Single,Bachelor's,87253.05,7271.09,Self-employed,0.174,822,12812.89
54,Male,Divorced,Master's,19748.42,1645.7,Employed,0.161,675,6887.38
55,Male,Married,Bachelor's,149428.4,12452.37,Employed,0.163,678,13948.12
60,Male,Single,Bachelor's,111657.77,9304.81,Employed,0.066,586,19935.61
36,Female,Single,Bachelor's,58941.43,4911.79,Employed,0.111,634,3072.31
58,Female,Widowed,Master's,51991.2,4332.6,Employed,0.09,757,16227.6
33,Female,Divorced,High School,61652.63,5137.72,Employed,0.125,622,16444.02
43,Female,Single,Master's,26338.92,2194.91,Employed,0.108,813,12532.17
74,Female,Single,Bachelor's,18319.6,1526.63,Employed,0.102,741,11246.35
42,Female,Married,Master's,39339.02,3278.25,Unemployed,0.1,675,24507.9
36,Male,Single,Bachelor's,16213.39,1351.12,Unemployed,0.239,716,12509.27
48,Female,Divorced,High School,23426.74,1952.23,Employed,0.168,743,20278.17
68,Female,Married,Other,58242.67,4853.56,Employed,0.308,822,15696.85
55,Female,Married,High School,46801.16,3900.1,Self-employed,0.028,684,18839.57
65,Other,Single,High School,84984.11,7082.01,Retired,0.307,636,575.86
66,Female,Married,Bachelor's,30693.76,2557.81,Employed,0.071,633,7809.91
28,Female,Single,Other,105631.63,8802.64,Employed,0.352,671,500
64,Female,Single,High School,24581.88,2048.49,Employed,0.039,531,15693.65
75,Male,Married,Bachelor's,63088.88,5257.41,Employed,0.172,603,15871.37
75,Female,Married,Bachelor's,40326.29,3360.52,Unemployed,0.056,709,26296.61
42,Female,Married,Bachelor's,70840.28,5903.36,Employed,0.182,678,35101.65
41,Male,Married,Bachelor's,23569.69,1964.14,Unemployed,0.056,628,15071.48
46,Female,Single,Bachelor's,62176.77,5181.4,Unemployed,0.137,680,8594.59
60,Female,Single,Bachelor's,48626.37,4052.2,Employed,0.287,777,7496.36
41,Female,Married,High School,21892.95,1824.41,Employed,0.08,768,500
45,Other,Single,Other,142246.85,11853.9,Self-employed,0.147,850,2674.38
61,Male,Married,High School,34065.8,2838.82,Employed,0.116,660,11773.81
21,Female,Married,Bachelor's,61126.56,5093.88,Employed,0.123,667,29364.54
26,Female,Divorced,PhD,53251.75,4437.65,Retired,0.253,667,14503.47
43,Male,Married,High School,17633.22,1469.44,Employed,0.177,610,15050.01
71,Male,Single,High School,66249.08,5520.76,Unemployed,0.407,593,28077.16
43,Female,Single,Bachelor's,18009.27,1500.77,Employed,0.269,708,18462.67
63,Female,Single,Master's,28638.95,2386.58,Employed,0.062,598,25529.92
63,Female,Single,Master's,45136.55,3761.38,Employed,0.153,677,25718.59
43,Female,Single,Master's,38007.88,3167.32,Employed,0.117,662,12356.25
52,Male,Single,Bachelor's,53649.45,4470.79,Employed,0.112,634,500
50,Male,Widowed,Other,9100.22,758.35,Employed,0.265,693,47798.75
33,Male,Single,Bachelor's,15668.89,1305.74,Employed,0.171,661,13378.39
63,Female,Married,Master's,55340.11,4611.68,Employed,0.084,731,26693.4
38,Male,Single,Bachelor's,33311.14,2775.93,Self-employed,0.072,674,14180.02
43,Other,Single,High School,45812.18,3817.68,Student,0.057,736,4332.71
35,Other,Single,Bachelor's,47850.11,3987.51,Employed,0.406,658,4106.98
53,Other,Single,High School,20529.5,1710.79,Employed,0.142,609,21375.64
41,Male,Married,High School,17019.15,1418.26,Student,0.419,723,32351.15
59,Female,Married,Bachelor's,59106.36,4925.53,Employed,0.241,669,693.63
43,Male,Married,High School,24355.56,2029.63,Self-employed,0.091,662,4704.28
47,Male,Married,Bachelor's,42695.99,3558,Self-employed,0.04,640,500
65,Male,Married,High School,35023.03,2918.59,Employed,0.039,679,18132.57
64,Female,Married,Bachelor's,19068.34,1589.03,Unemployed,0.204,656,23037.08
38,Male,Married,Other,27869.68,2322.47,Employed,0.176,653,12461.17
44,Female,Single,Bachelor's,69370.97,5780.91,Self-employed,0.222,653,5006.8
71,Male,Divorced,High School,42205.22,3517.1,Employed,0.147,754,26210.26
67,Male,Divorced,Bachelor's,30952.8,2579.4,Self-employed,0.32,700,18951.22
60,Male,Married,Master's,48172.37,4014.36,Unemployed,0.071,638,16752.93
71,Female,Married,Bachelor's,86655.6,7221.3,Employed,0.113,623,9024.81
62,Female,Single,Bachelor's,37494.61,3124.55,Employed,0.34,693,16744.15
27,Female,Married,Master's,135416.72,11284.73,Employed,0.144,614,8243.98
70,Female,Married,High School,46232.35,3852.7,Unemployed,0.091,807,13035.33
68,Female,Married,Bachelor's,31870.63,2655.89,Employed,0.07,545,500
40,Female,Married,High School,47560.28,3963.36,Employed,0.046,699,26505.59
47,Female,Single,High School,148120.66,12343.39,Employed,0.062,709,14861.78
26,Female,Single,High School,86842.26,7236.86,Employed,0.281,623,20880.06
47,Female,Married,Bachelor's,16287.61,1357.3,Student,0.289,621,31025.91
29,Female,Single,Master's,15444.12,1287.01,Unemployed,0.123,553,11548.82
73,Female,Married,Bachelor's,32095.21,2674.6,Employed,0.08,850,19890.25
65,Female,Married,Bachelor's,142967.03,11913.92,Employed,0.126,607,30570.6
51,Female,Single,Bachelor's,41804.89,3483.74,Student,0.3,637,25738
41,Male,Single,Bachelor's,24641.66,2053.47,Self-employed,0.321,732,22827.83
46,Female,Married,Bachelor's,128531.08,10710.92,Employed,0.159,732,18316.3
60,Male,Single,PhD,69096.08,5758.01,Employed,0.153,571,9901.55
68,Female,Single,High School,31215.39,2601.28,Self-employed,0.465,575,40819.94
65,Female,Married,Bachelor's,26215.53,2184.63,Employed,0.244,643,500
33,Other,Married,PhD,68261.27,5688.44,Employed,0.18,640,11819.17
69,Male,Married,Bachelor's,21034.94,1752.91,Employed,0.441,674,15372.94
43,Male,Married,Bachelor's,27555.77,2296.31,Employed,0.185,683,27550.16
40,Male,Married,Bachelor's,40443.41,3370.28,Employed,0.137,653,16144.13
57,Male,Married,Bachelor's,27761.93,2313.49,Employed,0.082,834,8898.27
74,Female,Married,High School,21608.32,1800.69,Self-employed,0.279,664,5140.63
73,Female,Married,High School,46349.83,3862.49,Unemployed,0.277,789,30282.01
48,Female,Single,High School,40782.59,3398.55,Self-employed,0.254,614,34810.91
37,Female,Single,Master's,42774.12,3564.51,Employed,0.319,637,21417.09
48,Male,Married,Bachelor's,11147.05,928.92,Retired,0.131,679,8778.29
61,Male,Single,Master's,72060,6005,Employed,0.19,654,24278.01
22,Male,Single,High School,11749.23,979.1,Self-employed,0.074,774,20611.75
45,Female,Widowed,Master's,44245.53,3687.13,Student,0.16,715,7405.16
70,Female,Single,Bachelor's,144581.9,12048.49,Unemployed,0.279,720,23334.3
61,Female,Single,High School,63400.56,5283.38,Self-employed,0.054,524,21369.55
26,Male,Single,Bachelor's,30858.6,2571.55,Employed,0.312,678,29904.11
31,Male,Married,Other,27009.16,2250.76,Student,0.232,640,3049.4
58,Female,Divorced,Bachelor's,34336.35,2861.36,Employed,0.038,622,11240.48
26,Male,Married,Bachelor's,73413.89,6117.82,Unemployed,0.101,608,10269.98
65,Female,Married,Bachelor's,52887.22,4407.27,Employed,0.084,589,15759.16
31,Male,Married,Bachelor's,37335.51,3111.29,Employed,0.195,766,14587.09
34,Male,Divorced,High School,68062.27,5671.86,Employed,0.142,633,950.32
22,Female,Single,Bachelor's,16823.68,1401.97,Unemployed,0.101,723,30187.45
60,Male,Married,Bachelor's,25683.28,2140.27,Employed,0.271,578,10235.11
23,Female,Single,Master's,27069.45,2255.79,Employed,0.167,475,17302.49
75,Female,Single,High School,71496.02,5958,Employed,0.033,693,2158.6
73,Female,Married,Bachelor's,42879.04,3573.25,Student,0.111,535,25751.54
55,Female,Single,Bachelor's,160962.94,13413.58,Unemployed,0.05,674,7717.64
53,Female,Married,Bachelor's,60007.54,5000.63,Self-employed,0.152,585,17198.8
44,Male,Single,Bachelor's,24020.62,2001.72,Employed,0.328,627,8041.62
39,Female,Single,Master's,65108.56,5425.71,Employed,0.462,795,18029.2
38,Female,Single,Bachelor's,24098.36,2008.2,Employed,0.241,723,17456.95
69,Male,Married,Bachelor's,28373.4,2364.45,Employed,0.084,621,10491.41
72,Female,Married,Master's,34630.58,2885.88,Unemployed,0.225,721,731.83
44,Female,Widowed,Other,44291.52,3690.96,Student,0.033,686,19498.03
65,Female,Married,High School,41480.74,3456.73,Retired,0.301,693,8922.16
55,Female,Married,PhD,41401.84,3450.15,Self-employed,0.442,614,28269.47
21,Male,Single,Bachelor's,20237.25,1686.44,Employed,0.032,592,2098.43
56,Female,Married,Bachelor's,36245.83,3020.49,Self-employed,0.2,691,27931.23
45,Male,Married,PhD,43789.29,3649.11,Self-employed,0.191,612,28594.02
65,Male,Married,PhD,60992.13,5082.68,Employed,0.213,630,26468.9
69,Female,Single,High School,27451.15,2287.6,Unemployed,0.096,622,20937.53
63,Female,Married,Bachelor's,6970.12,580.84,Retired,0.058,730,500
54,Male,Single,Master's,71171.95,5931,Self-employed,0.228,641,17985.38
45,Female,Divorced,Bachelor's,51062.55,4255.21,Self-employed,0.232,616,11235.79
36,Other,Married,High School,16324.54,1360.38,Employed,0.343,793,8645.7
54,Female,Single,Other,14976.96,1248.08,Employed,0.17,711,8508.56
49,Female,Single,High School,54017.29,4501.44,Employed,0.148,671,17304.94
39,Female,Married,Bachelor's,30289.11,2524.09,Employed,0.248,835,22427.95
43,Male,Married,Bachelor's,15484.55,1290.38,Employed,0.198,739,13646.08
39,Male,Married,Bachelor's,19176.28,1598.02,Employed,0.056,710,9896.76
45,Female,Married,High School,33372.19,2781.02,Retired,0.385,716,11684.26
36,Female,Married,High School,23041.63,1920.14,Self-employed,0.243,648,9588.55
74,Female,Single,High School,26904.3,2242.02,Employed,0.21,708,13758.98
71,Female,Divorced,Master's,38032.77,3169.4,Employed,0.093,658,9972.45
29,Female,Married,Bachelor's,68022.49,5668.54,Employed,0.13,683,2584.95
21,Male,Single,Master's,51312.6,4276.05,Self-employed,0.034,676,500
62,Male,Single,Bachelor's,41565.56,3463.8,Self-employed,0.142,637,17280.62
39,Male,Single,High School,84829.89,7069.16,Unemployed,0.115,638,19460.1
53,Female,Single,Other,20668.11,1722.34,Employed,0.053,662,12453.96
54,Male,Married,High School,35048.01,2920.67,Employed,0.111,742,22642.27
36,Female,Single,Bachelor's,25288.73,2107.39,Employed,0.235,850,8995.56
64,Male,Married,Master's,33538.21,2794.85,Self-employed,0.333,666,23156
60,Female,Married,High School,35342.91,2945.24,Employed,0.014,664,28396.27
75,Male,Single,High School,24723.22,2060.27,Employed,0.01,691,9338.55
38,Female,Single,Master's,29014.31,2417.86,Unemployed,0.04,611,24500.37
54,Male,Married,Bachelor's,54345.98,4528.83,Self-employed,0.263,636,20820.27
45,Male,Single,Bachelor's,34009.06,2834.09,Employed,0.068,592,4047.89
65,Female,Single,Master's,6369.4,530.78,Employed,0.191,656,16644.48
26,Male,Single,Other,55183.49,4598.62,Self-employed,0.209,701,9872.45
41,Female,Single,High School,50360.12,4196.68,Retired,0.087,755,12587.42
26,Female,Single,High School,16893.86,1407.82,Employed,0.253,681,12158.21
52,Female,Single,Master's,90392.94,7532.74,Employed,0.163,641,21374.62
61,Female,Married,High School,31281.33,2606.78,Unemployed,0.216,724,10568.75
68,Male,Single,Bachelor's,66643.72,5553.64,Employed,0.111,582,18247.6
63,Female,Married,Bachelor's,37246.73,3103.89,Retired,0.254,669,500
59,Male,Single,Bachelor's,27129.46,2260.79,Unemployed,0.197,715,19469.62
51,Male,Single,Bachelor's,45822.6,3818.55,Self-employed,0.053,693,24254.05
62,Male,Married,Master's,26540.09,2211.67,Unemployed,0.296,596,18110.74
30,Male,Single,High School,33115.98,2759.67,Employed,0.071,672,26158.36
50,Female,Single,Bachelor's,14142.19,1178.52,Unemployed,0.14,373,11117.49
72,Female,Married,Bachelor's,30257.89,2521.49,Employed,0.047,692,6610.49
38,Male,Single,Bachelor's,17320.22,1443.35,Employed,0.069,579,21791.15
44,Male,Single,High School,36177.14,3014.76,Employed,0.06,584,20197.54
72,Male,Single,Bachelor's,49109.89,4092.49,Self-employed,0.192,685,12315.02
29,Male,Single,Other,37490,3124.17,Unemployed,0.137,739,4451.97
51,Female,Single,Master's,63376.39,5281.37,Unemployed,0.064,584,28796.92
35,Male,Divorced,High School,118990.17,9915.85,Employed,0.067,598,7889.55
24,Male,Married,Master's,33984.26,2832.02,Retired,0.042,698,10279.82
60,Female,Married,High School,38016.06,3168,Employed,0.052,668,26119.63
29,Female,Married,Master's,24509.05,2042.42,Student,0.053,661,500
65,Female,Married,Master's,11676.06,973,Employed,0.372,739,10671.94
29,Female,Married,Bachelor's,39386.5,3282.21,Employed,0.186,615,3424.22
46,Male,Married,High School,54684.1,4557.01,Employed,0.228,640,15478.66
24,Male,Single,Bachelor's,36700.25,3058.35,Self-employed,0.125,623,20799.29
37,Male,Single,High School,22224.14,1852.01,Employed,0.108,626,16899.04
36,Male,Married,Bachelor's,20315.21,1692.93,Unemployed,0.176,605,6691.39
35,Female,Married,High School,17009.59,1417.47,Employed,0.045,720,8338.06
55,Female,Single,High School,34054.84,2837.9,Self-employed,0.036,669,11159.45
72,Male,Married,Bachelor's,19908.5,1659.04,Employed,0.326,652,15858.59
25,Male,Married,Master's,72745.4,6062.12,Self-employed,0.301,733,31071.28
75,Male,Single,Bachelor's,57162.18,4763.52,Employed,0.236,761,10357.3
25,Female,Divorced,Bachelor's,68114.98,5676.25,Employed,0.075,723,23545.15
40,Male,Married,High School,78088.66,6507.39,Unemployed,0.326,661,10242.26
35,Male,Married,Bachelor's,28938.54,2411.54,Employed,0.298,757,515.52
38,Female,Single,Bachelor's,59882.67,4990.22,Employed,0.191,593,28024.92
67,Male,Single,Other,31118.53,2593.21,Employed,0.236,723,17453.4
22,Male,Single,High School,31342.97,2611.91,Retired,0.083,649,23697.11
49,Male,Single,High School,32174.98,2681.25,Employed,0.051,541,18284.49
33,Male,Married,High School,22185.71,1848.81,Unemployed,0.191,645,24929.93
24,Male,Married,Master's,33392.14,2782.68,Employed,0.297,733,21081.79
62,Male,Married,Bachelor's,33689.63,2807.47,Unemployed,0.138,689,21484.07
65,Female,Single,Master's,54320.19,4526.68,Retired,0.157,722,9853.01
30,Female,Single,Bachelor's,31821.54,2651.8,Self-employed,0.063,598,17362.74
51,Female,Married,Other,26225.74,2185.48,Employed,0.37,683,19959.58
61,Female,Single,High School,54954.09,4579.51,Employed,0.38,704,18078.57
28,Male,Widowed,High School,21107.92,1758.99,Employed,0.099,692,10075.54
23,Female,Married,Master's,33536.23,2794.69,Self-employed,0.046,583,16573.12
68,Male,Married,Bachelor's,53981.9,4498.49,Unemployed,0.17,588,21461.09
66,Male,Single,Bachelor's,59565.46,4963.79,Employed,0.08,751,23027.1
29,Male,Married,Bachelor's,79974.96,6664.58,Employed,0.114,694,14148.54
50,Male,Single,Bachelor's,46163.94,3847,Retired,0.189,676,14611.55
73,Female,Married,Other,38911.91,3242.66,Employed,0.097,713,21617.01
31,Male,Single,Other,94382.73,7865.23,Employed,0.056,620,8749.21
55,Male,Married,High School,22048.86,1837.4,Employed,0.119,586,12710.23
57,Male,Single,Bachelor's,58162.06,4846.84,Employed,0.046,667,2747.19
62,Male,Married,Bachelor's,39227.86,3268.99,Employed,0.208,751,14809.12
33,Male,Single,Bachelor's,9979.05,831.59,Unemployed,0.389,703,20009.54
56,Male,Single,High School,94733.55,7894.46,Employed,0.303,589,1097.84
33,Male,Married,Bachelor's,22349.07,1862.42,Employed,0.081,615,7023.77
32,Female,Divorced,Other,200635.44,16719.62,Employed,0.058,733,9020.25
57,Male,Married,High School,39820.93,3318.41,Employed,0.281,683,20178.12
30,Male,Married,Master's,20493.49,1707.79,Employed,0.163,642,17269.73
29,Female,Single,High School,58757.04,4896.42,Unemployed,0.15,849,19513.3
72,Other,Single,Bachelor's,28794.32,2399.53,Self-employed,0.17,700,30127.28
27,Male,Single,Bachelor's,37763.01,3146.92,Employed,0.235,588,21516.23
22,Male,Widowed,Bachelor's,50701.23,4225.1,Employed,0.146,718,500
74,Female,Single,Master's,38737,3228.08,Employed,0.081,675,8173.65
43,Male,Married,Other,36611.51,3050.96,Employed,0.128,819,6178.77
59,Female,Married,Bachelor's,26920.04,2243.34,Employed,0.216,663,11700.56
60,Male,Married,Bachelor's,9969.69,830.81,Employed,0.127,630,12198.53
59,Female,Divorced,Bachelor's,45821.85,3818.49,Self-employed,0.179,768,15477.84
41,Other,Single,High School,50999.84,4249.99,Self-employed,0.169,758,17020.32
43,Female,Married,High School,124743.65,10395.3,Retired,0.144,725,23598.35
49,Male,Married,Master's,59893.47,4991.12,Employed,0.131,829,9092.79
34,Male,Married,Bachelor's,19705.99,1642.17,Self-employed,0.084,801,20619.85
46,Male,Single,Bachelor's,10633.46,886.12,Retired,0.274,639,3969.54
71,Female,Single,Other,8959.89,746.66,Employed,0.166,705,19376.18
25,Female,Married,High School,37385.92,3115.49,Employed,0.021,653,4286.25
75,Male,Single,High School,52824.98,4402.08,Student,0.363,616,500
51,Female,Divorced,Master's,46931.35,3910.95,Employed,0.201,682,9195.75
45,Male,Single,Bachelor's,44298,3691.5,Employed,0.302,720,12706.69
51,Male,Married,Bachelor's,83460.52,6955.04,Employed,0.053,749,26474.19
70,Female,Married,High School,45916.5,3826.38,Employed,0.133,653,24862.29
40,Male,Married,Other,20680.06,1723.34,Unemployed,0.286,637,16071.82
64,Male,Married,High School,25921.81,2160.15,Employed,0.182,668,6493.43
75,Male,Married,High School,47875.19,3989.6,Employed,0.069,601,10403.23
37,Female,Married,High School,41224.65,3435.39,Employed,0.145,701,27496.33
65,Female,Married,Bachelor's,35435.6,2952.97,Employed,0.158,679,10336.97
22,Female,Single,Master's,27462.62,2288.55,Unemployed,0.139,614,22550.13
45,Female,Single,High School,21161.07,1763.42,Employed,0.137,724,29734.57
33,Female,Single,High School,99765.06,8313.75,Retired,0.109,635,7443.76
59,Male,Single,Bachelor's,20888.35,1740.7,Unemployed,0.213,695,17369.46
48,Other,Married,Other,25552.1,2129.34,Employed,0.075,658,21844.8
62,Female,Married,High School,37514.16,3126.18,Employed,0.296,748,22058.8
75,Female,Married,Bachelor's,45283.29,3773.61,Retired,0.124,730,19821.66
26,Female,Single,Bachelor's,41967.44,3497.29,Unemployed,0.276,653,18992.22
23,Female,Single,Master's,13891.18,1157.6,Employed,0.089,597,23839.35
55,Male,Married,Master's,45515.08,3792.92,Employed,0.045,669,14818.94
38,Male,Divorced,High School,71214.17,5934.51,Employed,0.138,610,13357.31
31,Female,Divorced,Bachelor's,42818.49,3568.21,Self-employed,0.13,601,22122.69
74,Female,Married,High School,125814.23,10484.52,Employed,0.231,709,32077.32
40,Female,Married,Bachelor's,85589.07,7132.42,Employed,0.118,722,18710.54
25,Male,Divorced,High School,29821.96,2485.16,Employed,0.07,688,6520.66
39,Male,Married,High School,26610.76,2217.56,Employed,0.106,653,24997.31
42,Female,Divorced,Bachelor's,19849.05,1654.09,Employed,0.096,608,20780.54
39,Female,Single,Other,37497.99,3124.83,Employed,0.086,666,6193.54
67,Female,Divorced,Master's,44973.63,3747.8,Employed,0.149,650,11854.45
36,Male,Married,High School,74190.09,6182.51,Employed,0.04,719,16250.49
44,Female,Single,High School,36205.47,3017.12,Employed,0.243,818,19986.81
61,Female,Single,High School,23111.34,1925.94,Employed,0.112,643,21019.2
24,Female,Married,High School,71732.15,5977.68,Self-employed,0.232,732,12987.08
35,Male,Married,Bachelor's,18128.43,1510.7,Employed,0.148,643,2263.08
45,Male,Widowed,Master's,47962.09,3996.84,Self-employed,0.137,620,25509.3
64,Female,Single,Master's,41585.17,3465.43,Student,0.183,741,12434.55
75,Male,Single,PhD,39128.88,3260.74,Unemployed,0.301,738,9711.81
55,Female,Single,Bachelor's,31005.38,2583.78,Employed,0.287,570,500
75,Female,Married,Master's,75316.04,6276.34,Employed,0.223,708,7654.49
34,Female,Married,Master's,44870.85,3739.24,Student,0.176,700,8935.23
69,Male,Married,Bachelor's,47414.93,3951.24,Employed,0.025,709,500
39,Male,Single,Other,55580.81,4631.73,Employed,0.113,681,500
58,Female,Single,Other,15734.24,1311.19,Employed,0.412,604,16662.82
56,Female,Single,PhD,19451.14,1620.93,Employed,0.179,676,16375.86
27,Male,Married,High School,22977.89,1914.82,Self-employed,0.033,550,500
